,name,price,description,size,abv,list_of_flavors,style_list,avg_rating,num_rating,subtitle,current_date,product_link
120,Pearse Distiller's Choice 7 Year Old Blended Whiskey,£41.95,"A seven-year-old blended Irish whiskey from Pearse Lyons distillery, matured in a combination of ex-bourbon and ex-sherry casks. Aromas of oranges, cinnamon, dried fruit and sweet fruit cake fill the nose, complemented by notes of light oak, green grape, dark chocolate and caramelised pears throughout the palate.",70cl,43%,"['Cinnamon', 'Pear ', 'Dark Chocolate', 'Fruit Cake', 'Oak', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",no rating,no rating,Irish Blended Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/57880/pearse-distillers-choice-7-year-old-blended-whiskey
121,Pearse Original 5 Year Old Blended Whiskey,£39.45,"A five-year-old blended Irish whiskey from Pearse distillery, matured in ex-bourbon barrels. Aromas of sweet citrus and soft smoke mingle with malt, honey and summer flowers on the nose. The palate offers notes of spearmint, chocolate, oak, vanilla and caramel that linger in the finish.",70cl,43%,"['Vanilla ', 'Mint', 'Orange ', 'Milk Chocolate', 'Oak', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",no rating,no rating,Irish Blended Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/57879/pearse-original-5-year-old-blended-whiskey
122,The Pogues Blended Irish Whiskey,£24.95,"Dubbed the official Irish whiskey of the legendary band, The Pogues is made in Skibbereen, west Cork. This blended whiskey is sweet and intense with notes of malt and cracked nuts.",70cl,40%,None,None,4,41,Blended Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/30626/the-pogues-blended-irish-whiskey
123,"Powers John's Lane 12 Year Old
Single Pot Still",£52.95,"A single pot still incarnation of Powers whisky, named for the now-defunct old Powers distillery. This is a very classy whiskey made using a combination of bourbon and oloroso-sherry-cask-matured spirit.

Tasting Notes (2)",70cl,46%,"['Cinnamon', 'Orange ', 'Biscuits', 'Toast']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,42,"Single Pot Still Irish Whiskey
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/15234/powers-johns-lane-12-year-old-single-pot-still
124,Powers Gold Distiller's Cut,£28.95,"The 2020 relaunch of the best-selling whiskey in the Republic of Ireland, Power's Gold Label has a spicy potstill character and is aged between 5 and 6 years in Bourbon casks.",70cl,43.2%,None,None,5,2,"Blended Irish Whiskey
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/56273/powers-gold-distillers-cut
125,Proper No. Twelve Blended Irish Whiskey,£27.95,"A delicious blended Irish whiskey that has been aged in ex-bourbon barrels, giving it smooth notes of vanilla, honey and toasted oak. Made at one of Ireland’s oldest distilleries, this whiskey has a traditional Irish character.


Created by UFC star Conor McGregor, Proper No. Twelve aims to show the passion put into making Irish whiskey, and the passion of those that drink it. A special blend created by McGregor and Master Distiller David Elder, this triple-distilled blend is fruity and sweet, perfect for sipping.",70cl,40%,None,None,3.5,41,Blended Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/48114/proper-no-twelve-blended-irish-whiskey
126,Redbreast 12 Year Old,£50.95,"A well-balanced single pot still Irish whiskey, Redbreast 12 Year Old has been matured in a combination of bourbon and sherry casks, creating a sweet-and-spicy character. The nose holds aromas of sweet fruit, toasted oak and warm spices, and the palate offers notes of buttery hot-cross-buns, dried fruits, baking spices and spicy oak.

Tasting Notes (4)",70cl,40%,"['Ginger', 'Liquorice root', 'Honey ', 'Toffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,141,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/2906/redbreast-12-year-old
127,Redbreast 15 Year Old,£84.95,"A sumptuous single pot still whiskey with a great degree of ageing, Redbreast 15 is richer, earthier and stronger than its 12 year old sibling. An essential part of any whiskey-drinker's education.

Tasting Notes (2)",70cl,46%,"['Black Pepper', 'Clove', 'Cinnamon', 'Apple', 'Mango', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,34,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/2908/redbreast-15-year-old
128,"Redbreast 12 Year Old Cask Strength
Batch B1-21",£77.95,"Batch B11-21 of Redbreast's cask strength 12 Year Old, made with a combination of malted and unmalted barley and triple distilled in copper pot stills, before being matured in both American oak ex-bourbon barrels and Spanish oak oloroso sherry butts. Aromas of exotic fruits, orange, dried apricot, sultana, toasted oak and baking spices fill the nose, complemented by notes of ripe fruit and spice, vanilla, oak and creamy barley throughout the palate.",70cl,56.3%,"['Vanilla ', 'Nutmeg', 'Orange ', 'Apricot', 'Oak', 'Sultana']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/63473/redbreast-12-year-old-cask-strength-batch-b1-21
129,Redbreast Lustau Edition,£52.95,"The Lustau edition from Redbreast highlights the use of sherry casks on the Irish spirit. This was finished in first-fill oloroso-sherry butts for a year, resulting in a creamy whisky with notes of liquorice, marzipan and dark fruits.

Tasting Notes (1)",70cl,46%,"['Liquorice root', 'Prunes ', 'Figs', 'Sherry', 'Marzipan']",None,5,31,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/34590/redbreast-lustau-edition
130,"Redbreast 12 Year Old
Birdfeeder",£61.95,"A limited-edition bottling of 12-year-old single pot still Irish whiskey from Redbreast, presented inside an eye-catching copper casing that transforms into a pretty bird feeder. Made in collaboration with BirdLife International, this whiskey offers the chance to relax with a glass in hand and watch nature flying by.


A well-balanced single pot still Irish whiskey, Redbreast 12 Year Old has been matured in a combination of bourbon and sherry casks, creating a sweet-and-spicy character. The nose holds aromas of sweet fruit, toasted oak and warm spices, and the palate offers notes of buttery hot-cross-buns, dried fruits, baking spices and spicy oak.",70cl,40%,"['Ginger', 'Liquorice root', 'Honey ', 'Toffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",no rating,no rating,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/62654/redbreast-12-year-old-birdfeeder
131,Redbreast 21 Year Old,£220,"The oldest expression from Redbreast so far, this is a combination of malted and unmalted barley matured in a mixture of bourbon barrels and first-fill oloroso casks, resulting in a rich and complex whiskey.

Tasting Notes (2)",70cl,46%,"['White Pepper', 'Cinnamon', 'Apple', 'Mango', 'Biscuits', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,21,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/23246/redbreast-21-year-old
132,"Redbreast 12 Year Old
Bot.1970s Gilbey's","£1,250","Please note


This is an old bottle and the closure may have deteriorated - care should be taken when it is being opened. The item is sold as described and we do not accept liability for the state of the closure.",75cl,40%,None,None,no rating,no rating,Single Pot Still Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/63630/redbreast-12-year-old-bot1970s-gilbeys
133,Roe & Co Blended Irish Whiskey,£31.95,"Roe & Co was launched in 2017, marking Diageo's return to Irish whiskey. A blend of malt and grain from various distilleries across the country, it's been matured predominantly in first-fill bourbon casks. This has a velvety, creamy texture and notes of sweet fruit and vanilla.

Tasting Notes (2)",70cl,45%,"['Vanilla ', 'Pear ', 'Cream']",None,4.5,36,Irish Blended Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/37873/roe-co-blended-irish-whiskey
134,Sadler’s Peaky Blinder Irish Whiskey,£22.95,"An Irish whiskey created by Sadler's Ales in Birmingham to accompany its Peaky Blinder beer. Harking back to Brum's colourful 1920s' post-war past and the Anglo-Irish Peaky Blinders gang, it's a small-batch, triple-distilled, blended Irish whiskey, with balanced fruit and spice. Just the thing to accompany a dark, old-school ale.",70cl,40%,None,None,4.5,7,Blended Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/43056/sadlers-peaky-blinder-irish-whiskey
135,"Sadler’s Peaky Blinder Irish Whiskey
Hip Flask Gift Set",£31.95,"A lovely gift set from Sadler's, including a bottle of Peaky Blinders Irish whiskey, as well as a Sadler's hipflask.",70cl,40%,None,None,5,1,Blended Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/51899/sadlers-peaky-blinder-irish-whiskey-hip-flask-gift-set
136,"Sailor's Home The Journey
Glass Set",£43.75,"A lovely gift set from Sailor's Home, featuring a bottle of The Journey blended Irish Whiskey and a stylish glass to enjoy it from. A fruity, sweet Irish whiskey from Sailor's Home, The Journey is a combination of whiskies that have been matured in bourbon barrels and virgin American oak barrels, and finished in a combination of bourbon barrels and Jamaican rum casks. Aromas of fudge, coffee, vanilla custard and sweet apricot preserve fill the nose, complemented by notes of apple crumble, cinnamon and banana bread throughout the palate.",70cl,43%,"['Vanilla ', 'Cinnamon', 'Apple', 'Apricot', 'Banana', 'Custard']","['Body', 'Richness', 'Smoke', 'Sweetness']",no rating,no rating,Blended Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/64617/sailors-home-the-journey-glass-set
137,Sailor's Home The Journey,£36.95,"A fruity, sweet Irish whiskey from Sailor's Home, The Journey is a combination of whiskies that have been matured in bourbon barrels and virgin American oak barrels, and finished in a combination of bourbon barrels and Jamaican rum casks. Aromas of fudge, coffee, vanilla custard and sweet apricot preserve fill the nose, complemented by notes of apple crumble, cinnamon and banana bread throughout the palate.",70cl,43%,"['Vanilla ', 'Cinnamon', 'Apple', 'Apricot', 'Banana', 'Custard']","['Body', 'Richness', 'Smoke', 'Sweetness']",no rating,no rating,Blended Irish Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/58031/sailors-home-the-journey
138,Sailor's Home The Haven,£44.25,"A single pot still Irish whiskey from Sailor's Home, The Haven has been matured in a combination of oloroso sherry casks and ex-bourbon barrels creating aromas of buttery pastry, sultanas and ginger on the nose. The palate offers notes of black pepper, peaches, chocolate chips, cinnamon and dry oak spice, with hints of honey and orange lingering in the finish.",70cl,43%,"['Black Pepper', 'Cinnamon', 'Orange ', 'Peach', 'Honey ', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",no rating,no rating,Irish Single Pot Still Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/58032/sailors-home-the-haven
